bigg_id,name,reaction_string,ec_numbers
FACOAE100,Fatty-acid-CoA thioesterase (decanoate),dcacoa_c + h2o_c <-> coa_c + dca_c + h_c,3.1.2.2
FACOAE140,Fatty-acid-CoA thioesterase (tetradecanoate),h2o_c + tdcoa_c <-> coa_c + h_c + ttdca_c,3.1.2.2
FACOAE160,Fatty-acid-CoA thioesterase (hexadecanoate),h2o_c + pmtcoa_c <-> coa_c + h_c + hdca_c,3.1.2.2; 3.1.2.22
FACOAE180,Fatty-acid-CoA thioesterase (octadecanoate),h2o_c + stcoa_c <-> coa_c + h_c + ocdca_c,3.1.2.2
FADRx2,FAD reductase,fad_c + h_c + nadph_c <-> fadh2_c + nadp_c,1.5.1.30; 1.5.1.45
FALDH2,Formaldehyde dehydrogenase,hmgth_c + nad_c <-> Sfglutth_c + h_c + nadh_c,1.1.1; 1.1.1.284
FBA,Fructose-bisphosphate aldolase,fdp_c <-> dhap_c + g3p_c,4.1.2.13
FBP,Fructose-bisphosphatase,fdp_c + h2o_c <-> f6p_c + pi_c,3.1.3.11
FCI,L-fucose isomerase,fuc__L_c <-> fcl__L_c,5.3.1.3
FCLK,L-fuculokinase,atp_c + fcl__L_c <-> adp_c + fc1p_c + h_c,2.7.1.51
FCLT,Ferrochelatase,fe2_c + ppp9_c <-> 2.0 h_c + pheme_c,4.99.1.1
FDMO2,FMNH2-dependent monooxygenase (methanesulfonate),fmnh2_c + mso3_c + o2_c <-> fald_c + fmn_c + h_c + h2o_c + so3_c,1.14.14.34; 1.14.14.5; 1.14.14.
FECRMabcpp,Ferrichrome transport via ABC system (periplasm),atp_c + h2o_c + fecrm_p <-> adp_c + fecrm_c + h_c + pi_c,3.6.3.34
FORCT,Formyl-CoA Transferase,forcoa_c + oxa_c <-> for_c + oxalcoa_c,2.8.3.16
FRD3,Fumarate reductase,2dmmql8_c + fum_c <-> 2dmmq8_c + succ_c,1.3.99.1
FTHFLi,Formate-tetrahydrofolate ligase,atp_c + for_c + thf_c <-> 10fthf_c + adp_c + pi_c,6.3.4.3
FUM,Fumarase,fum_c + h2o_c <-> mal__L_c,4.2.1.2
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c <-> acgam1p_c + coa_c + h_c,2.3.1.157; 2.3.1.4
G1PPpp,Glucose-1-phosphatase,g1p_p + h2o_p <-> glc__D_p + pi_p,3.1.3.10
G1PTT,Glucose-1-phosphate thymidylyltransferase,dttp_c + g1p_c + h_c <-> dtdpglu_c + ppi_c,2.7.7.24
G1SAT,Glutamate-1-semialdehyde aminotransferase,glu1sa_c <-> 5aop_c,5.4.3.8
G3PAT141,Glycerol-3-phosphate acyltransferase (C14:1),glyc3p_c + tdeACP_c <-> 1tdec7eg3p_c + ACP_c,2.3.1.15
G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),glyc3p_c + palmACP_c <-> 1hdecg3p_c + ACP_c,2.3.1.15
G3PAT180,Glycerol-3-phosphate acyltransferase (C18:0),glyc3p_c + ocdcaACP_c <-> 1odecg3p_c + ACP_c,2.3.1.15
G3PT,Glycerol-3-phosphatase,glyc3p_c + h2o_c <-> glyc_c + pi_c,3.1.3.2; 3.1.3.21
G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c <-> f6p_c + nh4_c,3.5.99.6
G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c <-> 6pgl_c + h_c + nadph_c,1.1.1.363; 1.1.1.49
G6PP,Glucose-6-phosphate phosphatase,g6p_c + h2o_c <-> glc__D_c + pi_c,3.1.3.58; 3.1.3.9
GALCTD,Galactarate dehydratase,galct__D_c <-> 5dh4dglc_c + h2o_c,4.2.1.42
GALM2pp,Aldose-1-epimerase,gal_bD_p <-> gal_p,5.1.3.3
GALabcpp,D-galactose transport via ABC system (periplasm),atp_c + h2o_c + gal_p <-> adp_c + gal_c + h_c + pi_c,3.6.3.17
GART,GAR transformylase-T,atp_c + for_c + gar_c <-> adp_c + fgam_c + h_c + pi_c,2.1.2; 2.1.2.-
GDMANE,GDP-4-dehydro-6-deoxy-D-mannose epimerase,gdpddman_c <-> gdpofuc_c,5
GDPMNP,GDP-mannose phyrophosphatase,gdpmann_c + h2o_c <-> gmp_c + 2.0 h_c + man1p_c,3.6.1.-; 3.6.1.21
GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,gg4abut_c + h2o_c <-> 4abut_c + glu__L_c,3.5.1.94
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <-> gly_c + h2o_c + mlthf_c,2.1.2.1
GLCP2,Glycogen phosphorylase,bglycogen_c + pi_c <-> g1p_c,2.4.1.1
GLCRAL,5-dehydro-4-deoxyglucarate aldolase,5dh4dglc_c <-> 2h3oppan_c + pyr_c,4.1.2.20
GLCRD,Glucarate dehydratase,glcr_c <-> 5dh4dglc_c + h2o_c,4.2.1.40
GLCS1,Glycogen synthase (ADPGlc),adpglc_c <-> adp_c + glycogen_c + h_c,2.4.1.21
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),bglycogen_c <-> glycogen_c,2.4.1.18
GLGC,Glucose-1-phosphate adenylyltransferase,atp_c + g1p_c + h_c <-> adpglc_c + ppi_c,2.7.7.27
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c <-> adp_c + gln__L_c + h_c + pi_c,6.3.1.2
GLUCYS,Gamma-glutamylcysteine synthetase,atp_c + cys__L_c + glu__L_c <-> adp_c + glucys_c + h_c + pi_c,6.3.2.2
GLUDC,Glutamate Decarboxylase,glu__L_c + h_c <-> 4abut_c + co2_c,4.1.1.15
GLUNpp,Glutaminase,gln__L_p + h2o_p <-> glu__L_p + nh4_p,1.4.1.13; 1.4.7.1; 3.5.1.2; 3.5.1.38; 4.3.3.6; 6.3.4.2; 6.3.5.2; 6.3.5.4; 6.3.5.5
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c <-> glu__L_c + ppi_c + pram_c,2.4.2.14
GLUR,Glutamate racemase,glu__D_c <-> glu__L_c,5.1.1.3
GLUSy,Glutamate synthase (NADPH),akg_c + gln__L_c + h_c + nadph_c <-> 2.0 glu__L_c + nadp_c,1.4.1.13
GLUTRS,Glutamyl-tRNA synthetase,atp_c + glu__L_c + trnaglu_c <-> amp_c + glutrna_c + ppi_c,6.1.1; 6.1.1.17; 6.1.1.24
GLUabcpp,L-glutamate transport via ABC system (periplasm),atp_c + h2o_c + glu__L_p <-> adp_c + glu__L_c + h_c + pi_c,3.6.3.21
GLXCL,Glyoxalate carboligase,2.0 glx_c + h_c <-> 2h3oppan_c + co2_c,4.1.1.47
GLYCDx,Glycerol dehydrogenase,glyc_c + nad_c <-> dha_c + h_c + nadh_c,1.1.1.6
GLYCK,Glycerate kinase,atp_c + glyc__R_c <-> 3pg_c + adp_c + h_c,2.7.1.31
GLYCK2,Glycerate kinase,atp_c + glyc__R_c <-> 2pg_c + adp_c + h_c,2.7.1.165; 2.7.1.31
GLYCL,Glycine Cleavage System,gly_c + nad_c + thf_c <-> co2_c + mlthf_c + nadh_c + nh4_c,1.4.4.2; 1.8.1.4; 2.1.2.10
GLYCLTDx,Glycolate dehydrogenase (NAD),glx_c + h_c + nadh_c <-> glyclt_c + nad_c,1.1.1.26; 1.1.1.29; 1.1.1.79
GLYK,Glycerol kinase,atp_c + glyc_c <-> adp_c + glyc3p_c + h_c,2.7.1.30
GLYOX,Hydroxyacylglutathione hydrolase,h2o_c + lgt__S_c <-> gthrd_c + h_c + lac__D_c,3.1.2.6
GLYOX3,Glyoxalase III,h2o_c + mthgxl_c <-> h_c + lac__D_c,4.2.1.130
GMAND,GDP-D-mannose dehydratase,gdpmann_c <-> gdpddman_c + h2o_c,4.2.1.47
GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,atp_c + gmhep1p_c + h_c <-> adphep_DD_c + ppi_c,2.7.7.70
GMPR,GMP reductase,gmp_c + 2.0 h_c + nadph_c <-> imp_c + nadp_c + nh4_c,1.7.1.7
GMPS2,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c <-> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,6.3.5.2
GND,Phosphogluconate dehydrogenase,6pgc_c + nadp_c <-> co2_c + nadph_c + ru5p__D_c,1.1.1.351; 1.1.1.44
GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_p + h2o_p <-> chol_p + glyc3p_p + h_p,3.1.4.2; 3.1.4.46
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_c + h2o_c <-> etha_c + glyc3p_c + h_c,3.1.4.2; 3.1.4.46
GPDDA3,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_c + h2o_c <-> glyc3p_c + h_c + ser__L_c,3.1.4.46
GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_p + h2o_p <-> glyc3p_p + h_p + ser__L_p,3.1.4.46
GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c + h2o_c <-> glyc_c + glyc3p_c + h_c,3.1.4.46
GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_p + h2o_p <-> glyc_p + glyc3p_p + h_p,3.1.4.46
GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),g3pi_c + h2o_c <-> glyc3p_c + h_c + inost_c,3.1.4.44
GPDDA5pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),g3pi_p + h2o_p <-> glyc3p_p + h_p + inost_p,3.1.4.44
GRTT,Geranyltranstransferase,grdp_c + ipdp_c <-> frdp_c + ppi_c,2.5.1.10
GRXR,Glutaredoxin reductase,grxox_c + 2.0 gthrd_c <-> grxrd_c + gthox_c,1.8.4.2
GSNK,Guanosine kinase,atp_c + gsn_c <-> adp_c + gmp_c + h_c,2.7.1.73
GSPMDA,Glutathionylspermidine amidase,gtspmd_c + h2o_c <-> gthrd_c + spmd_c,3.5.1.-; 3.5.1.78
GTHOr,Glutathione oxidoreductase,gthox_c + h_c + nadph_c <-> 2.0 gthrd_c + nadp_c,1.8.1.7
GTHS,Glutathione synthetase,atp_c + glucys_c + gly_c <-> adp_c + gthrd_c + h_c + pi_c,6.3.2.3
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c <-> ahdt_c + for_c + h_c,3.5.4.16
GTPCII2,GTP cyclohydrolase II (25drapp),gtp_c + 3.0 h2o_c <-> 25drapp_c + for_c + 2.0 h_c + ppi_c,3.5.4.25
GTPDPK,GTP diphosphokinase,atp_c + gtp_c <-> amp_c + gdptp_c + h_c,2.7.6.5
GUAPRT,Guanine phosphoribosyltransferase,gua_c + prpp_c <-> gmp_c + ppi_c,2.4.2.22; 2.4.2.7; 2.4.2.8
GUI1,Glucuronate isomerase (D-glucuronate),glcur_c <-> fruur_c,5.3.1.12
GUI2,Glucuronate isomerase (D-galacturonate),galur_c <-> tagur_c,5.3.1.12
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3odcoa_c + h_c + nadh_c <-> 3hdcoa_c + nad_c,1.1.1.211; 1.1.1.35
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3oddcoa_c + h_c + nadh_c <-> 3hddcoa_c + nad_c,1.1.1.211; 1.1.1.35
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3ohdcoa_c + h_c + nadh_c <-> 3hhdcoa_c + nad_c,1.1.1.211; 1.1.1.35
HBZOPT,Hydroxybenzoate octaprenyltransferase,4hbz_c + octdp_c <-> 3ophb_c + ppi_c,2.5.1.39
HCYSMT,Homocysteine S-methyltransferase,amet_c + hcys__L_c <-> ahcys_c + h_c + met__L_c,2.1.1; 2.1.1.10
HCYSMT2,Homocysteine Methyltransferase,hcys__L_c + mmet_c <-> h_c + 2.0 met__L_c,2.1.1.10
HEMEOS,Heme O synthase,frdp_c + h2o_c + pheme_c <-> hemeO_c + ppi_c,2.5.1.-
HEPT2,Heptosyltransferase II (LPS core synthesis),adphep_LD_c + hlipa_c <-> adp_c + h_c + hhlipa_c,2
HEX4,Hexokinase (D-mannose:ATP),atp_c + man_c <-> adp_c + h_c + man6p_c,2.7.1.1; 2.7.1.7
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c <-> 3.0 h_c + his__L_c + 2.0 nadh_c,1.1.1.23
HISabcpp,L-histidine transport via ABC system (periplasm),atp_c + h2o_c + his__L_p <-> adp_c + h_c + his__L_c + pi_c,3.6.3.21
HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c <-> hmbil_c + 4.0 nh4_c,2.5.1.61; 4.3.1.8
HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,4h2opntn_c <-> acald_c + pyr_c,4.1.2; 4.1.2.; 4.1.3.39
HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",dhpppn_c + o2_c <-> h_c + hkndd_c,1.13.11.16
HPYRRx,Hydroxypyruvate reductase (NADH),h_c + hpyr_c + nadh_c <-> glyc__R_c + nad_c,1.1.1.26; 1.1.1.29; 1.1.1.81
HSK,Homoserine kinase,atp_c + hom__L_c <-> adp_c + h_c + phom_c,2.7.1.39
HSST,Homoserine O-succinyltransferase,hom__L_c + succoa_c <-> coa_c + suchms_c,2.3.1.46
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c <-> akg_c + hisp_c,2.6.1.9
HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),2dmmq8_c + 2.0 h_c + h2_c <-> 2dmmql8_c + 2.0 h_p,1.18.99.1
HYPOE,Hypothetical enyme,h2o_c + pyam5p_c <-> pi_c + pydam_c,3.1.3.74
ICHORS,Isochorismate synthase,chor_c <-> ichor_c,5.4.4.2
IDOND,L-idonate 5-dehydrogenase,5dglcn_c + h_c + nadh_c <-> idon__L_c + nad_c,1.1.1.264; 1.1.1.366
IDOND2,L-indonate 5-dehydrogenase (NADP),5dglcn_c + h_c + nadph_c <-> idon__L_c + nadp_c,1.1.1.264
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c <-> aicar_c + eig3p_c + glu__L_c + h_c,2.4.2.-; 4.1.3.-; 4.3.2.
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c <-> h2o_c + imacp_c,4.2.1.19
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c <-> 3ig3p_c + co2_c + h2o_c,4.1.1.48
ILETA,Isoleucine transaminase,akg_c + ile__L_c <-> 3mop_c + glu__L_c,2.6.1.42
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c <-> h_c + nadh_c + xmp_c,1.1.1.205
INSK,Insosine kinase,atp_c + ins_c <-> adp_c + h_c + imp_c,2.7.1.73
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h_c + h2mb4p_c + nadh_c <-> h2o_c + ipdp_c + nad_c,1.17.1.2
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c <-> 3c4mop_c + h_c + nadh_c,1.1.1.85
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <-> 2ippm_c + h2o_c,4.2.1.33
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <-> 3c3hmp_c,4.2.1.33
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c <-> 3c3hmp_c + coa_c + h_c,2.3.3.13
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <-> 23dhmp_c + nadp_c,1.1.1.86
KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,h2o_c + kdo8p_c <-> kdo_c + pi_c,3.1.3.45
Kabcpp,Potassium ABC transporter (periplasm),atp_c + h2o_c + k_p <-> adp_c + h_c + k_c + pi_c,3.6.3.10; 3.6.3.12
L_LACD3,L-Lactate dehydrogenase (menaquinone),lac__L_c + mqn8_c <-> mql8_c + pyr_c,1.1.2.3
LACZ,B-galactosidase,h2o_c + lcts_c <-> gal_c + glc__D_c,3.2.1.108; 3.2.1.23
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,h_c + mthgxl_c + nadph_c <-> lald__L_c + nadp_c,1.1.1.283; 1.2.1.49
LALGP,L-alanyl-gamma-L-glutamate peptidase,LalaLglu_c + h2o_c <-> ala__L_c + glu__L_c,3.4.13.18
LCADi,Lactaldehyde dehydrogenase,h2o_c + lald__L_c + nad_c <-> 2.0 h_c + lac__L_c + nadh_c,1.2.1.22
LEUTAi,Leucine transaminase (irreversible),4mop_c + glu__L_c <-> akg_c + leu__L_c,2.6.1.42; 2.6.1.6; 2.6.1.67
LEUTRS,Leucyl-tRNA synthetase,atp_c + leu__L_c + trnaleu_c <-> amp_c + leutrna_c + ppi_c,6.1.1.4
LGTHL,Lactoylglutathione lyase,gthrd_c + mthgxl_c <-> lgt__S_c,4.4.1.5
LIPATPT,Lipoate-ATP adenylate transferase,atp_c + lipoate_c <-> lipoamp_c + ppi_c,2.7.7.63; 6.3.1.20
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",1tdecg3p_p + h2o_p <-> glyc3p_p + h_p + ttdca_p,3.1.1.5
LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",1tdec7eg3p_p + h2o_p <-> glyc3p_p + h_p + ttdcea_p,3.1.1.5
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",2ddecg3p_c + h2o_c <-> ddca_c + glyc3p_c + 2.0 h_c,3.1.1.5
LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",2agpe160_c + h2o_c <-> g3pe_c + h_c + hdca_c,3.1.1.5
LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",2agpe180_c + h2o_c <-> g3pe_c + h_c + ocdca_c,3.1.1.5
LYSTRS,Lysyl-tRNA synthetase,atp_c + lys__L_c + trnalys_c <-> amp_c + lystrna_c + ppi_c,6.1.1.6
LYSabcpp,L-lysine transport via ABC system (periplasm),atp_c + h2o_c + lys__L_p <-> adp_c + h_c + lys__L_c + pi_c,3.6.3.21
MACPD,Malonyl-ACP decarboxylase,h_c + malACP_c <-> acACP_c + co2_c,2.3.1; 4.1.1.87
MALS,Malate synthase,accoa_c + glx_c + h2o_c <-> coa_c + h_c + mal__L_c,2.3.3.9
MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),atp_c + h2o_c + maltttr_p <-> adp_c + h_c + maltttr_c + pi_c,3.6.3
MALTabcpp,Maltose transport via ABC system (periplasm),atp_c + h2o_c + malt_p <-> adp_c + h_c + malt_c + pi_c,3.6.3.19
MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),gdp_c + h_c + man1p_c <-> gdpmann_c + pi_c,2.7.7.22
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,h2o_c + man6pglyc_c <-> glyc__R_c + man6p_c,3.2.1.170
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p <-> ala__D_p + murein4px4p_p,3.4.16.4
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",h2o_p + murein5px4px4p_p <-> ala__D_p + murein4px4px4p_p,3.4.16.4
MDDCP4pp,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",h2o_p + murein5p4p_p <-> ala__D_p + murein4p4p_p,3.4.16.4
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",h2o_p + murein5p3p_p <-> ala__D_p + murein4p3p_p,3.4.16.4
ME1,Malic enzyme (NAD),mal__L_c + nad_c <-> co2_c + nadh_c + pyr_c,1.1.1.38; 1.1.1.39
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c <-> 2mecdp_c + cmp_c,4.6.1.12
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c <-> 4c2me_c + ppi_c,2.7.7.60
METAT,Methionine adenosyltransferase,atp_c + h2o_c + met__L_c <-> amet_c + pi_c + ppi_c,2.5.1.6
METTRS,Methionyl-tRNA synthetase,atp_c + met__L_c + trnamet_c <-> amp_c + mettrna_c + ppi_c,6.1.1.10
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",atp_c + h2o_c + mg2_p <-> adp_c + h_c + mg2_c + pi_c,3.6.3.2
MGSA,Methylglyoxal synthase,dhap_c <-> mthgxl_c + pi_c,4.2.3.3
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",h2o_p + murein4p4p_p <-> ala__D_p + murein4p3p_p,3.4.17.13
MLDCP3App,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",h2o_p + murein5px3p_p <-> alaala_p + murein3px3p_p,3.4.17.13
MLTG1,Maltodextrin glucosidase (maltotriose),h2o_c + malttr_c <-> glc__D_c + malt_c,3.2.1.20
MLTG5,Maltodextrin glucosidase (maltoheptaose),h2o_c + malthp_c <-> glc__D_c + malthx_c,3.2.1.20
MLTP1,Maltodextrin phosphorylase (maltopentaose),maltpt_c + pi_c <-> g1p_c + maltttr_c,2.4.1.1
MMCD,Methylmalonyl-CoA decarboxylase,h_c + mmcoa__S_c <-> co2_c + ppcoa_c,4.1.1.41; 4.1.1.9
MOAT,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + lipidA_c <-> cmp_c + h_c + kdolipid4_c,2.4.99.12
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c <-> 2dhp_c + thf_c,2.1.2.11
MOX,Malate oxidase,mal__L_c + o2_c <-> h2o2_c + oaa_c,1.1.5.4
MSAR,Malonic semialdehyde reductase,h_c + msa_c + nadph_c <-> 3hpp_c + nadp_c,1.1.1.-; 1.1.1.298
MTAN,Methylthioadenosine nucleosidase,5mta_c + h2o_c <-> 5mtr_c + ade_c,3.2.2.16; 3.2.2.9
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c <-> 5mthf_c + nad_c,1.5.1.20
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),4.0 h_c + nadh_c + q8_c <-> nad_c + q8h2_c + 3.0 h_p,1.6.5.3
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),4.0 h_c + mqn8_c + nadh_c <-> mql8_c + nad_c + 3.0 h_p,1.6.5.3
NADH18pp,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),2dmmq8_c + 4.0 h_c + nadh_c <-> 2dmmql8_c + nad_c + 3.0 h_p,1.6.5.3
NADK,NAD kinase,atp_c + nad_c <-> adp_c + h_c + nadp_c,2.7.1.23
NADTRHD,NAD transhydrogenase,nad_c + nadph_c <-> nadh_c + nadp_c,1.6.1.1; 1.6.1.2; 1.6.1.3
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <-> adp_c + gtp_c,2.7.4.6
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <-> adp_c + utp_c,2.7.4.6
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <-> adp_c + ctp_c,2.7.4.6
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <-> adp_c + dgtp_c,2.7.4.6
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),atp_c + dudp_c <-> adp_c + dutp_c,2.7.4.6
NI2uabcpp,"Nickel transport via ABC system (uptake, periplasm)",atp_c + h2o_c + ni2_p <-> adp_c + h_c + ni2_c + pi_c,3.6.3.24
NMNDA,Nicotinamide-nucleotide amidase,h2o_c + nmn_c <-> nh4_c + nicrnt_c,3.5.1.42
NMNN,NMN nucleosidase,h2o_c + nmn_c <-> h_c + ncam_c + r5p_c,3.2.2.14
NNAM,Nicotinamidase,h2o_c + ncam_c <-> nac_c + nh4_c,3.5.1.19
NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <-> dnad_c + ppi_c,2.7.7.1; 2.7.7.18
NTD10,5'-nucleotidase (XMP),h2o_c + xmp_c <-> pi_c + xtsn_c,3.1.3.5
NTD10pp,5'-nucleotidase (XMP),h2o_p + xmp_p <-> pi_p + xtsn_p,3.1.3.5
NTD11pp,5'-nucleotidase (IMP),h2o_p + imp_p <-> ins_p + pi_p,3.1.3.5; 3.1.3.99
NTD2,5'-nucleotidase (UMP),h2o_c + ump_c <-> pi_c + uri_c,3.1.3.5
NTD4,5'-nucleotidase (CMP),cmp_c + h2o_c <-> cytd_c + pi_c,3.1.3.5; 3.1.3.91
NTD4pp,5'-nucleotidase (CMP),cmp_p + h2o_p <-> cytd_p + pi_p,3.1.3.5; 3.1.3.91
NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c <-> pi_c + thymd_c,3.1.3.35; 3.1.3.5; 3.1.3.89
NTD6,5'-nucleotidase (dAMP),damp_c + h2o_c <-> dad_2_c + pi_c,3.1.3.5; 3.1.3.89
NTD6pp,5'-nucleotidase (dAMP),damp_p + h2o_p <-> dad_2_p + pi_p,3.1.3.5; 3.1.3.89
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c <-> adn_c + pi_c,3.1.3.5
NTD7pp,5'-nucleotidase (AMP),amp_p + h2o_p <-> adn_p + pi_p,3.1.3.5
NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c <-> dgsn_c + pi_c,3.1.3.5; 3.1.3.89
NTD8pp,5'-nucleotidase (dGMP),dgmp_p + h2o_p <-> dgsn_p + pi_p,3.1.3.5; 3.1.3.89
NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c <-> gsn_c + pi_c,3.1.3.5
NTD9pp,5'-nucleotidase (GMP),gmp_p + h2o_p <-> gsn_p + pi_p,3.1.3.5
NTP1,Nucleoside-triphosphatase (ATP),atp_c + h2o_c <-> adp_c + h_c + pi_c,3.6.1.15; 3.6.1.3; 3.6.1.5; 3.6.1.8; 3.6.3.1; 3.6.3.10; 3.6.3.11; 3.6.3.12; 3.6.3.14; 3.6.3.15; 3.6.3.16; 3.6.3.17; 3.6.3.18; 3.6.3.19; 3.6.3.2; 3.6.3.20; 3.6.3.21; 3.6.3.22; 3.6.3.23; 3.6.3.24; 3.6.3.25; 3.6.3.26; 3.6.3.27; 3.6.3.28; 3.6.3.29; 3.6.3.3; 3.6.3.30; 3.6.3.31; 3.6.3.32; 3.6.3.33; 3.6.3.34; 3.6.3.35; 3.6.3.36; 3.6.3.37; 3.6.3.38; 3.6.3.39; 3.6.3.4; 3.6.3.40; 3.6.3.41; 3.6.3.42; 3.6.3.43; 3.6.3.44; 3.6.3.46; 3.6.3.47; 3.6.3.48; 3.6.3.49; 3.6.3.5; 3.6.3.50; 3.6.3.51; 3.6.3.52; 3.6.3.53; 3.6.3.54; 3.6.3.6; 3.6.3.7; 3.6.3.8; 3.6.3.9; 3.6.4.1; 3.6.4.10; 3.6.4.11; 3.6.4.12; 3.6.4.13; 3.6.4.2; 3.6.4.3; 3.6.4.4; 3.6.4.5; 3.6.4.6; 3.6.4.7; 3.6.4.8; 3.6.4.9
NTP10,Nucleoside-triphosphatase (ITP),h2o_c + itp_c <-> h_c + idp_c + pi_c,3.6.1; 3.6.1.5
